,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score,accuracy,accuracy,accuracy,accuracy,accuracy
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,195.88,160.17,24.07,633.15,118.44,4703.74,3168.14,1398,9453,4737.5,4425.03,1466.13,1662,8124,4538.5,0.42,0.67,0,2,42,4.77,0.37,3.33,5.0,4.9,0.76,0.16,0.43,0.9,0.83
2,179.65,156.5,32.37,715.34,81.11,3355.32,522.14,2094,4203,3377.0,4977.16,1789.62,1516,9173,4773.5,0.4,0.64,0,2,20,4.9,0.16,4.5,5.0,5.0,0.63,0.12,0.43,0.86,0.6
3,267.38,208.22,39.74,739.69,213.36,3368.14,450.74,2775,4589,3416.0,6474.64,1758.99,2539,9530,6434.0,0.84,0.91,0,2,42,3.71,1.25,1.0,5.0,4.25,0.63,0.12,0.43,0.86,0.6
4,240.21,208.95,40.06,724.91,115.6,1659.4,213.73,1463,2129,1463.0,5212.76,1362.89,2042,8053,5144.5,0.62,0.73,0,2,31,4.46,0.32,3.75,5.0,4.5,0.63,0.12,0.43,0.86,0.6
5,260.36,250.76,33.8,848.77,89.3,3169.9,339.46,2749,4032,3185.5,4839.98,1422.29,2325,7763,4703.0,0.66,0.87,0,2,33,4.58,0.48,3.75,5.0,4.75,0.63,0.12,0.43,0.86,0.6
6,88.65,63.79,21.43,290.52,71.25,2276.76,557.93,1338,3448,2293.5,1371.54,1106.99,602,7176,1050.0,0.02,0.14,0,1,1,4.98,0.1,4.5,5.0,5.0,0.63,0.12,0.43,0.86,0.6
