model_name,experiment_id,block_number,processing_time,input_tokens,output_tokens,retries,average_score,average_initial_score,accuracy,max_judge_retries,baseline_full_doc
gpt-oss:120b-cloud,d0756c334149_20260201063816,1,18.376088619232178,4867,1129,0,,,0.8095238095238095,0,False
gpt-oss:120b-cloud,d0756c334149_20260201063816,2,21.732318878173828,5529,1255,0,,,0.8095238095238095,0,False
gpt-oss:120b-cloud,d0756c334149_20260201063816,3,26.907026767730713,4947,1471,0,,,0.8095238095238095,0,False
gpt-oss:120b-cloud,d0756c334149_20260201063816,4,26.547905921936035,5556,1595,0,,,0.8095238095238095,0,False
gpt-oss:120b-cloud,d0756c334149_20260201063816,5,34.576892614364624,4918,1590,0,,,0.8095238095238095,0,False
gpt-oss:120b-cloud,d0756c334149_20260201063816,6,30.616833925247192,4123,211,0,,,0.8095238095238095,0,False
gpt-oss:120b-cloud,4f15e6f8f6c3_20260201063812,1,23.526314973831177,4869,1624,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4f15e6f8f6c3_20260201063812,2,27.484771490097046,5531,854,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4f15e6f8f6c3_20260201063812,3,27.45034384727478,4949,1495,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4f15e6f8f6c3_20260201063812,4,22.074536561965942,5558,1272,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4f15e6f8f6c3_20260201063812,5,39.73658227920532,4920,2184,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4f15e6f8f6c3_20260201063812,6,26.250842094421387,4124,256,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4dd2738490f4_20260201063820,1,24.71977424621582,4869,1330,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4dd2738490f4_20260201063820,2,25.624549627304077,5531,1104,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4dd2738490f4_20260201063820,3,21.749471187591553,4949,1445,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4dd2738490f4_20260201063820,4,27.53817367553711,5558,2110,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4dd2738490f4_20260201063820,5,40.05604028701782,4920,1471,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,4dd2738490f4_20260201063820,6,20.1008563041687,4124,209,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,bdd0d13ab03a_20260201063814,1,23.64566993713379,4868,1591,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,bdd0d13ab03a_20260201063814,2,26.840166091918945,5530,1090,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,bdd0d13ab03a_20260201063814,3,27.84733772277832,4948,1399,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,bdd0d13ab03a_20260201063814,4,22.32589602470398,5557,1404,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,bdd0d13ab03a_20260201063814,5,39.40087103843689,4919,1810,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,bdd0d13ab03a_20260201063814,6,26.181697130203247,4123,245,0,,,0.8571428571428571,0,False
gpt-oss:120b-cloud,984a2ce20d97_20260201063818,1,28.68760871887207,4869,1851,0,,,0.8095238095238095,0,False
gpt-oss:120b-cloud,984a2ce20d97_20260201063818,2,26.095635175704956,5531,1434,0,,,0.8095238095238095,0,False
gpt-oss:120b-cloud,984a2ce20d97_20260201063818,3,25.703260898590088,4949,1477,0,,,0.8095238095238095,0,False
gpt-oss:120b-cloud,984a2ce20d97_20260201063818,4,26.037420511245728,5558,1891,0,,,0.8095238095238095,0,False
gpt-oss:120b-cloud,984a2ce20d97_20260201063818,5,38.62032771110535,4920,1850,0,,,0.8095238095238095,0,False
