experiment_id,timestamp,input_path,model_name,embedding_model,characteristics_experiment_id,oml_valid,oml_line_count,oml_instance_count,oml_repetition_count,oml_max_retries,generation_time_seconds,error_count,warning_count
0103a057def8_20251203192215_oml,2025-12-03T14:31:20.220998,,ministral-3:8b-cloud,embeddinggemma,0103a057def8_20251203192215,False,577,65,5,5,132.37724208831787,0,0
0103a057def8_20251203192220_oml,2025-12-03T14:31:55.274821,,ministral-3:8b-cloud,embeddinggemma,0103a057def8_20251203192220,False,487,51,1,5,40.14543032646179,0,0
0103a057def8_20251203192223_oml,2025-12-03T14:32:11.319101,,ministral-3:8b-cloud,embeddinggemma,0103a057def8_20251203192223,False,486,49,5,5,102.88684964179993,0,0
0103a057def8_20251203192218_oml,2025-12-03T14:34:39.123763,,ministral-3:8b-cloud,embeddinggemma,0103a057def8_20251203192218,False,504,54,5,5,101.3957085609436,0,0
b4fa2e5b2d8e_20251203193212_oml,2025-12-03T14:40:42.502107,,ministral-3:8b-cloud,embeddinggemma,b4fa2e5b2d8e_20251203193212,False,472,50,2,5,51.51506304740906,0,0
b4fa2e5b2d8e_20251203193132_oml,2025-12-03T14:41:03.038087,,ministral-3:8b-cloud,embeddinggemma,b4fa2e5b2d8e_20251203193132,True,559,58,2,5,62.69800305366516,0,0
b4fa2e5b2d8e_20251203193224_oml,2025-12-03T14:45:22.610752,,ministral-3:8b-cloud,embeddinggemma,b4fa2e5b2d8e_20251203193224,False,562,59,5,5,107.91653513908386,0,0
b4fa2e5b2d8e_20251203193451_oml,2025-12-03T14:47:13.789051,,ministral-3:8b-cloud,embeddinggemma,b4fa2e5b2d8e_20251203193451,True,547,53,3,5,73.85754299163818,0,0
ae732cb5db8b_20251203194055_oml,2025-12-03T14:50:41.881281,,ministral-3:8b-cloud,embeddinggemma,ae732cb5db8b_20251203194055,False,498,65,5,5,106.37870216369629,0,0
ae732cb5db8b_20251203194115_oml,2025-12-03T14:52:51.314743,,ministral-3:8b-cloud,embeddinggemma,ae732cb5db8b_20251203194115,True,563,55,2,5,58.22336959838867,0,0
ae732cb5db8b_20251203194535_oml,2025-12-03T14:58:48.234024,,ministral-3:8b-cloud,embeddinggemma,ae732cb5db8b_20251203194535,True,476,52,1,5,35.20979332923889,0,0
3da4e421d1e4_20251203195054_oml,2025-12-03T15:01:04.124655,,ministral-3:8b-cloud,embeddinggemma,3da4e421d1e4_20251203195054,False,710,87,5,5,135.97075176239014,0,0
ae732cb5db8b_20251203194726_oml,2025-12-03T15:01:09.836540,,ministral-3:8b-cloud,embeddinggemma,ae732cb5db8b_20251203194726,False,531,63,5,5,144.68666625022888,0,0
3da4e421d1e4_20251203195303_oml,2025-12-03T15:05:41.466571,,ministral-3:8b-cloud,embeddinggemma,3da4e421d1e4_20251203195303,False,586,61,5,5,148.9213423728943,0,0
3da4e421d1e4_20251203195900_oml,2025-12-03T15:08:13.019279,,ministral-3:8b-cloud,embeddinggemma,3da4e421d1e4_20251203195900,False,645,54,1,5,37.596020221710205,0,0
3da4e421d1e4_20251203200124_oml,2025-12-03T15:09:06.203246,,ministral-3:8b-cloud,embeddinggemma,3da4e421d1e4_20251203200124,False,467,53,5,5,98.69067692756653,0,0
ca7bb4a8e488_20251203200120_oml,2025-12-03T15:10:27.904961,,ministral-3:8b-cloud,embeddinggemma,ca7bb4a8e488_20251203200120,True,543,56,2,5,50.34277296066284,0,0
ca7bb4a8e488_20251203200553_oml,2025-12-03T15:15:34.941693,,ministral-3:8b-cloud,embeddinggemma,ca7bb4a8e488_20251203200553,False,615,55,5,5,99.05648303031921,0,0
ca7bb4a8e488_20251203200825_oml,2025-12-03T15:19:49.966742,,ministral-3:8b-cloud,embeddinggemma,ca7bb4a8e488_20251203200825,False,1,0,5,5,120.00466299057007,0,0
ca7bb4a8e488_20251203200918_oml,2025-12-03T15:20:01.257971,,ministral-3:8b-cloud,embeddinggemma,ca7bb4a8e488_20251203200918,True,420,44,1,5,31.91064453125,0,0
