,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,
1,369.22,362.56,6.95,1352.72,239.75,4797.29,3235.4,1436,9160,4521.0,1850.98,1200.8,100,4564,1714.0,0.79,0.88,0,2,79,3.72,1.39,1.0,5.0,4.67
2,334.72,390.57,7.17,1175.93,107.08,1616.86,176.58,1476,1882,1476.0,889.12,488.79,293,2073,719.5,0.78,0.97,0,2,39,4.44,0.84,2.0,5.0,5.0
3,346.46,370.83,9.01,1130.75,125.25,1731.36,296.04,1185,2301,1516.0,1293.84,734.29,248,4158,1133.0,0.96,1.01,0,2,48,2.67,1.08,1.0,5.0,3.0
4,316.8,336.65,9.66,1094.14,202.33,1668.84,209.26,1176,1980,1507.0,803.3,471.31,248,2321,711.0,0.98,1.0,0,2,49,4.1,0.73,3.0,5.0,4.25
5,356.81,390.66,9.46,1176.78,96.21,1682.76,230.28,1487,2126,1487.0,1454.32,679.62,248,2935,1321.0,0.82,0.94,0,2,41,3.96,0.95,2.0,5.0,4.0
6,158.85,182.68,12.79,752.09,83.77,1753.6,122.45,1389,2036,1720.0,1121.72,582.15,357,2976,999.0,0.26,0.56,0,2,13,4.9,0.41,3.0,5.0,5.0
