,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,
1,323.3,301.2,27.23,1459.59,202.3,4756.08,3038.51,1404,9019,6334.5,4509.42,1259.7,1603,8132,4415.5,0.47,0.72,0,2,47,4.66,0.55,3.0,5.0,4.9
2,351.06,323.82,21.02,1197.79,229.52,1888.74,1030.85,1114,5835,1678.5,2736.32,1642.22,1089,8244,1987.5,0.42,0.67,0,2,21,4.86,0.23,4.0,5.0,5.0
3,443.09,390.34,62.31,1287.83,290.84,1910.22,729.91,1487,4615,1815.5,4378.78,1190.8,2147,7259,4159.5,0.84,0.91,0,2,42,3.67,1.12,2.0,5.0,3.0
4,341.13,309.21,20.11,1161.1,279.04,2118.76,1101.04,1472,6146,1808.5,3730.12,2146.77,1160,9676,3322.5,0.62,0.7,0,2,31,4.71,0.28,3.75,5.0,4.75
5,323.19,284.5,32.31,1096.68,213.48,1880.54,1065.14,1128,5974,1461.0,4848.78,1399.52,1660,7809,4488.0,0.46,0.65,0,2,23,4.82,0.36,3.75,5.0,5.0
6,186.71,142.62,27.38,704.55,152.41,1964.5,698.57,1774,4694,1774.0,3404.1,1346.12,1091,7411,3162.5,0.08,0.27,0,1,4,4.96,0.14,4.5,5.0,5.0
