,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score,accuracy,accuracy,accuracy,accuracy,accuracy
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,266.14,299.05,7.57,1114.08,116.96,4976.14,2725.56,1239,8612,5729.5,2172.68,960.13,755,4874,1822.0,0.81,0.94,0,2,81,4.27,0.52,2.33,5.0,4.33,0.86,0.09,0.62,1.0,0.86
2,110.68,123.92,6.9,417.82,33.12,2447.92,1035.24,1250,4603,2004.0,1375.58,472.95,276,3164,1457.0,0.62,0.83,0,2,31,4.48,0.41,3.75,5.0,4.5,0.81,0.08,0.62,0.95,0.81
3,188.05,181.15,10.71,665.74,67.92,2917.14,774.28,1933,4417,2542.0,2616.98,670.7,1108,4349,2592.5,0.96,1.01,0,2,48,2.42,1.04,1.0,4.75,2.0,0.81,0.08,0.62,0.95,0.81
4,129.56,131.0,7.88,472.96,51.85,2694.42,1001.09,1418,4859,2342.0,1950.9,947.28,435,4462,1829.0,0.84,0.96,0,2,42,3.53,1.11,2.0,5.0,3.75,0.81,0.08,0.62,0.95,0.81
5,125.67,134.18,13.58,497.57,37.18,2499.68,851.76,1758,4416,2272.0,2440.52,757.93,1301,4636,2444.0,0.68,0.89,0,2,34,3.94,0.99,1.0,5.0,4.25,0.81,0.08,0.62,0.95,0.81
6,22.33,20.43,3.08,78.64,14.37,2020.6,615.53,1323,3114,1746.0,361.76,134.52,103,834,323.0,0.0,0.0,0,0,0,5.0,0.0,5.0,5.0,5.0,0.81,0.08,0.62,0.95,0.81
