model_name,experiment_id,block_number,processing_time,input_tokens,output_tokens,retries,average_score,accuracy,max_judge_retries,baseline_full_doc
ministral-3:3b-cloud,6d72aa046400_20260131201342,1,6.358033180236816,1725,1729,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,6d72aa046400_20260131201342,2,3.165898561477661,1279,787,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,6d72aa046400_20260131201342,3,2.548840045928955,1404,617,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,6d72aa046400_20260131201342,4,3.989766836166382,1316,1040,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,6d72aa046400_20260131201342,5,15.699530839920044,971,1127,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,6d72aa046400_20260131201342,6,3.345921516418457,1331,801,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,5ea8db627b9e_20260131201547,1,10.807779312133789,984,986,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,5ea8db627b9e_20260131201547,2,3.4307165145874023,1279,874,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,5ea8db627b9e_20260131201547,3,2.991419792175293,1338,737,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,5ea8db627b9e_20260131201547,4,3.964311122894287,1316,956,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,5ea8db627b9e_20260131201547,5,6.4029505252838135,1307,1792,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,5ea8db627b9e_20260131201547,6,2.9131529331207275,1331,694,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,4ac451e2a412_20260131201536,1,24.822084188461304,1725,1623,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,4ac451e2a412_20260131201536,2,2.9012460708618164,1279,645,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,4ac451e2a412_20260131201536,3,2.3155643939971924,1404,530,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,4ac451e2a412_20260131201536,4,4.083752393722534,1316,1050,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,4ac451e2a412_20260131201536,5,4.461184501647949,1320,1148,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,4ac451e2a412_20260131201536,6,3.2527458667755127,1331,785,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,edf782d1c66e_20260131201714,1,5.602973222732544,1333,1525,0,,0.6666666666666666,0,False
ministral-3:3b-cloud,edf782d1c66e_20260131201714,2,3.038461923599243,1279,763,0,,0.6666666666666666,0,False
ministral-3:3b-cloud,edf782d1c66e_20260131201714,3,3.1949901580810547,1338,747,0,,0.6666666666666666,0,False
ministral-3:3b-cloud,edf782d1c66e_20260131201714,4,6.4279961585998535,1316,1023,0,,0.6666666666666666,0,False
ministral-3:3b-cloud,edf782d1c66e_20260131201714,5,5.318249702453613,1307,1362,0,,0.6666666666666666,0,False
ministral-3:3b-cloud,edf782d1c66e_20260131201714,6,3.1562414169311523,1331,740,0,,0.6666666666666666,0,False
ministral-3:3b-cloud,db026c8d6c3f_20260131201732,1,5.3167314529418945,1725,1452,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,db026c8d6c3f_20260131201732,2,3.292505979537964,1279,786,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,db026c8d6c3f_20260131201732,3,2.197554111480713,1404,453,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,db026c8d6c3f_20260131201732,4,3.2164134979248047,1316,781,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,db026c8d6c3f_20260131201732,5,6.567183494567871,1320,1848,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,db026c8d6c3f_20260131201732,6,2.125185012817383,1331,465,0,,0.7619047619047619,0,False
ministral-3:3b-cloud,61caf78a1b90_20260131201820,1,9.405369997024536,918,915,0,,0.7142857142857143,0,False
ministral-3:3b-cloud,61caf78a1b90_20260131201820,2,2.7101690769195557,1141,629,0,,0.7142857142857143,0,False
ministral-3:3b-cloud,61caf78a1b90_20260131201820,3,2.1636786460876465,1338,474,0,,0.7142857142857143,0,False
ministral-3:3b-cloud,61caf78a1b90_20260131201820,4,3.1257474422454834,1316,728,0,,0.7142857142857143,0,False
ministral-3:3b-cloud,61caf78a1b90_20260131201820,5,4.836436748504639,1320,1326,0,,0.7142857142857143,0,False
ministral-3:3b-cloud,61caf78a1b90_20260131201820,6,2.5657896995544434,1331,595,0,,0.7142857142857143,0,False
ministral-3:3b-cloud,0cde51be3902_20260131201906,1,5.776098012924194,1333,1521,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,0cde51be3902_20260131201906,2,7.317664861679077,1279,894,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,0cde51be3902_20260131201906,3,2.17093563079834,1338,480,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,0cde51be3902_20260131201906,4,4.0737388134002686,1316,1047,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,0cde51be3902_20260131201906,5,4.388156175613403,1307,1112,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,0cde51be3902_20260131201906,6,2.2654058933258057,1331,510,0,,0.8095238095238095,0,False
ministral-3:3b-cloud,04544e243cb0_20260131201916,1,4.766763210296631,1725,1194,0,,0.8571428571428571,0,False
ministral-3:3b-cloud,04544e243cb0_20260131201916,2,3.189915180206299,1279,797,0,,0.8571428571428571,0,False
ministral-3:3b-cloud,04544e243cb0_20260131201916,3,2.226715087890625,1404,462,0,,0.8571428571428571,0,False
ministral-3:3b-cloud,04544e243cb0_20260131201916,4,4.460069894790649,1316,1114,0,,0.8571428571428571,0,False
ministral-3:3b-cloud,04544e243cb0_20260131201916,5,7.618341445922852,1320,1438,0,,0.8571428571428571,0,False
ministral-3:3b-cloud,04544e243cb0_20260131201916,6,2.919703722000122,1331,704,0,,0.8571428571428571,0,False
ministral-3:3b-cloud,dd8eaf6cb583_20260131201950,1,5.723635673522949,1267,1441,0,,0.7142857142857143,0,False
ministral-3:3b-cloud,dd8eaf6cb583_20260131201950,2,3.3732192516326904,1141,878,0,,0.7142857142857143,0,False
ministral-3:3b-cloud,dd8eaf6cb583_20260131201950,3,2.5103466510772705,1338,606,0,,0.7142857142857143,0,False
ministral-3:3b-cloud,dd8eaf6cb583_20260131201950,4,3.5217783451080322,1316,897,0,,0.7142857142857143,0,False
