,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,
1,208.18,220.84,6.37,757.06,87.38,5273.83,3151.07,1095,10208,6508.0,1600.44,870.72,508,3862,1576.0,0.61,0.8,0,2,61,4.51,0.45,3.33,5.0,4.67
2,239.5,232.71,6.37,787.68,167.24,2626.96,1750.86,1482,6391,1482.0,534.02,192.26,220,1053,543.0,0.76,0.92,0,2,38,4.53,0.36,3.5,5.0,4.5
3,253.67,267.07,8.82,854.95,164.61,2325.71,1221.93,1515,5274,1515.0,775.69,204.3,495,1335,737.0,0.8,0.91,0,2,39,4.25,0.51,3.25,5.0,4.38
4,238.39,248.81,8.71,709.8,113.5,2750.96,1847.51,1519,6729,1519.0,706.22,275.27,228,1349,704.5,0.74,0.88,0,2,37,4.21,0.87,2.0,5.0,4.5
5,253.43,253.64,9.06,773.8,165.7,2535.16,1725.1,1148,6606,1497.0,1188.64,428.48,365,2700,1184.5,0.76,0.85,0,2,38,4.41,0.49,3.5,5.0,4.5
6,193.0,188.97,4.4,563.51,115.3,2568.28,1138.24,1812,5069,1913.0,621.14,463.12,38,3136,572.5,0.82,0.92,0,2,41,4.22,0.79,2.5,5.0,4.5
