,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score,accuracy,accuracy,accuracy,accuracy,accuracy
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,259.48,260.11,19.98,1193.13,188.95,4663.15,3139.95,1353,9461,4760.5,4986.96,1587.05,2068,8045,5174.5,0.43,0.69,0,2,43,4.86,0.27,3.67,5.0,4.95,0.8,0.19,0.48,1.0,0.86
2,122.74,100.2,24.75,382.57,104.73,1338.36,109.77,1311,1817,1311.0,3305.4,756.25,2008,6247,3185.0,0.04,0.2,0,1,2,4.92,0.14,4.5,5.0,5.0,0.64,0.14,0.48,0.9,0.57
3,288.72,307.06,22.83,1043.3,148.45,1498.66,237.87,1270,1938,1425.0,3152.54,2164.97,756,7471,1866.0,0.8,0.88,0,2,40,4.13,1.06,1.75,5.0,4.75,0.64,0.14,0.48,0.9,0.57
4,297.28,320.56,31.75,1231.47,124.83,1733.86,250.96,1527,2153,1527.0,5195.8,1355.82,3187,8384,4982.0,0.58,0.78,0,2,29,4.39,0.45,3.25,5.0,4.5,0.64,0.14,0.48,0.9,0.57
5,250.75,262.03,25.54,889.18,105.64,1405.72,213.26,1244,1844,1244.0,3475.98,1564.27,1858,7101,2859.5,0.48,0.68,0,2,24,4.73,0.39,3.5,5.0,4.75,0.64,0.14,0.48,0.9,0.57
6,133.21,122.25,23.82,466.03,68.05,1042.08,68.83,1022,1287,1022.0,2652.0,1431.4,1181,7947,2077.0,0.1,0.36,0,2,5,4.92,0.4,3.0,5.0,5.0,0.64,0.14,0.48,0.9,0.57
