,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score,accuracy,accuracy,accuracy,accuracy,accuracy
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,335.47,348.99,10.46,1015.59,115.58,5343.7,3442.3,1045,10764,5091.5,2311.4,953.01,482,4829,2575.5,0.77,0.86,0,2,77,4.18,0.9,1.33,5.0,4.57,0.87,0.08,0.67,1.0,0.9
2,153.13,219.28,3.46,1207.17,91.15,1378.28,181.37,991,2011,1340.0,602.58,110.19,336,900,601.5,0.14,0.45,0,2,7,4.78,0.21,4.25,5.0,4.75,0.82,0.09,0.67,1.0,0.81
3,343.72,365.89,4.35,1096.42,197.95,1579.24,283.65,1307,2041,1472.0,644.44,282.83,347,1701,577.5,0.94,0.98,0,2,47,4.01,0.52,2.75,4.75,4.0,0.82,0.09,0.67,1.0,0.81
4,342.09,348.18,7.42,1099.19,205.2,1765.12,344.28,1246,2325,1595.0,1589.66,485.63,603,2986,1445.5,0.92,0.97,0,2,46,3.69,0.63,2.5,5.0,3.5,0.82,0.09,0.67,1.0,0.81
5,297.46,311.96,6.15,937.32,104.71,1362.86,377.34,0,1960,1289.0,942.8,545.02,0,2067,762.0,0.74,0.88,0,2,37,4.46,0.65,2.75,5.0,4.75,0.82,0.09,0.67,1.0,0.81
6,226.09,233.15,7.01,774.47,122.22,1198.26,150.24,1053,1422,1167.5,640.68,409.37,178,1920,483.0,0.9,0.95,0,2,45,3.94,0.68,3.0,5.0,4.0,0.82,0.09,0.67,1.0,0.81
