model_name,experiment_id,block_number,processing_time,input_tokens,output_tokens,retries,average_score,average_initial_score,extraction_rate,accuracy,max_judge_retries,baseline_full_doc
ministral-3:8b-cloud,2c03d0a9e194_20260202205432,1,187.34590220451355,2083,4296,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,2c03d0a9e194_20260202205432,2,24.216890811920166,1340,664,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,2c03d0a9e194_20260202205432,3,51.39716386795044,1307,1896,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,2c03d0a9e194_20260202205432,4,44.396769762039185,1595,2216,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,2c03d0a9e194_20260202205432,5,175.889342546463,940,1788,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,2c03d0a9e194_20260202205432,6,18.111738204956055,1053,489,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,1be6580f95c7_20260202205928,1,101.01235771179199,2083,3443,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,1be6580f95c7_20260202205928,2,49.81622791290283,1340,619,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,1be6580f95c7_20260202205928,3,47.138404846191406,1307,627,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,1be6580f95c7_20260202205928,4,36.65082907676697,1595,1219,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,1be6580f95c7_20260202205928,5,55.439972162246704,1289,1269,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,1be6580f95c7_20260202205928,6,78.89664673805237,1053,1126,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,ece632e88fe8_20260202205920,1,109.1777720451355,2083,3587,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,ece632e88fe8_20260202205920,2,58.44795823097229,1340,578,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,ece632e88fe8_20260202205920,3,37.926109075546265,1307,493,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,ece632e88fe8_20260202205920,4,47.327959299087524,1595,1877,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,ece632e88fe8_20260202205920,5,52.604450702667236,1289,1149,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,ece632e88fe8_20260202205920,6,78.78479933738708,1053,470,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,a880bc0020ad_20260202205646,1,311.8203616142273,2083,3363,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,a880bc0020ad_20260202205646,2,41.34895372390747,1340,651,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,a880bc0020ad_20260202205646,3,24.302725315093994,1307,628,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,a880bc0020ad_20260202205646,4,54.665687084198,1595,1533,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,a880bc0020ad_20260202205646,5,69.77037072181702,1289,3188,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,a880bc0020ad_20260202205646,6,51.75619554519653,1053,1043,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,52a5c81ec3f1_20260202205913,1,91.0348608493805,2083,3514,0,,,90.47619047619048,0.8571428571428571,0,False
ministral-3:8b-cloud,52a5c81ec3f1_20260202205913,2,63.0714225769043,1340,935,0,,,90.47619047619048,0.8571428571428571,0,False
ministral-3:8b-cloud,52a5c81ec3f1_20260202205913,3,48.85959982872009,1307,1282,0,,,90.47619047619048,0.8571428571428571,0,False
ministral-3:8b-cloud,52a5c81ec3f1_20260202205913,4,32.373324155807495,1595,1093,0,,,90.47619047619048,0.8571428571428571,0,False
ministral-3:8b-cloud,52a5c81ec3f1_20260202205913,5,153.71952986717224,940,766,0,,,90.47619047619048,0.8571428571428571,0,False
ministral-3:8b-cloud,52a5c81ec3f1_20260202205913,6,27.632486581802368,1053,680,0,,,90.47619047619048,0.8571428571428571,0,False
ministral-3:8b-cloud,30b1ad9abc8b_20260202205741,1,49.69703197479248,1394,2572,0,,,95.23809523809523,0.8571428571428571,0,False
ministral-3:8b-cloud,30b1ad9abc8b_20260202205741,2,40.298447370529175,1340,803,0,,,95.23809523809523,0.8571428571428571,0,False
ministral-3:8b-cloud,30b1ad9abc8b_20260202205741,3,54.36525893211365,1307,1876,0,,,95.23809523809523,0.8571428571428571,0,False
ministral-3:8b-cloud,30b1ad9abc8b_20260202205741,4,88.20023107528687,1595,1207,0,,,95.23809523809523,0.8571428571428571,0,False
ministral-3:8b-cloud,30b1ad9abc8b_20260202205741,5,308.6185841560364,940,1858,0,,,95.23809523809523,0.8571428571428571,0,False
ministral-3:8b-cloud,30b1ad9abc8b_20260202205741,6,58.27228307723999,1053,1060,0,,,95.23809523809523,0.8571428571428571,0,False
ministral-3:8b-cloud,763d73c39541_20260202205906,1,302.9823868274689,2083,3866,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,763d73c39541_20260202205906,2,67.75902891159058,1340,574,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,763d73c39541_20260202205906,3,40.33544969558716,1307,857,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,763d73c39541_20260202205906,4,38.52795696258545,1595,1063,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,763d73c39541_20260202205906,5,50.578896045684814,1289,1550,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,763d73c39541_20260202205906,6,33.34807109832764,1053,818,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,bda5ae7f7f8f_20260202210757,1,94.46999931335449,1394,1523,0,,,85.71428571428571,0.8095238095238095,0,False
ministral-3:8b-cloud,bda5ae7f7f8f_20260202210757,2,48.56790208816528,1340,540,0,,,85.71428571428571,0.8095238095238095,0,False
ministral-3:8b-cloud,bda5ae7f7f8f_20260202210757,3,56.6317822933197,1307,1151,0,,,85.71428571428571,0.8095238095238095,0,False
ministral-3:8b-cloud,bda5ae7f7f8f_20260202210757,4,86.07668447494507,1595,1903,0,,,85.71428571428571,0.8095238095238095,0,False
ministral-3:8b-cloud,bda5ae7f7f8f_20260202210757,5,170.57356548309326,940,989,0,,,85.71428571428571,0.8095238095238095,0,False
ministral-3:8b-cloud,bda5ae7f7f8f_20260202210757,6,27.089850187301636,1053,642,0,,,85.71428571428571,0.8095238095238095,0,False
ministral-3:8b-cloud,4cd74d9e5c18_20260202211030,1,103.63692855834961,2083,4541,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,4cd74d9e5c18_20260202211030,2,38.9394474029541,1340,563,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,4cd74d9e5c18_20260202211030,3,79.71272778511047,1307,650,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,4cd74d9e5c18_20260202211030,4,73.34817147254944,1595,1002,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,4cd74d9e5c18_20260202211030,5,36.401102781295776,1289,1581,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,4cd74d9e5c18_20260202211030,6,55.72083258628845,1053,818,0,,,80.95238095238095,0.9047619047619048,0,False
ministral-3:8b-cloud,1cfdcfe0e4ec_20260202210931,1,344.40730357170105,2083,4648,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,1cfdcfe0e4ec_20260202210931,2,24.798556566238403,1340,524,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,1cfdcfe0e4ec_20260202210931,3,47.21936368942261,1307,1782,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,1cfdcfe0e4ec_20260202210931,4,66.17798733711243,1595,1980,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,1cfdcfe0e4ec_20260202210931,5,41.268012285232544,1289,1452,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,1cfdcfe0e4ec_20260202210931,6,24.6344735622406,1053,695,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,793be4c90fad_20260202210938,1,101.13990664482117,2083,3813,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,793be4c90fad_20260202210938,2,62.952348709106445,1340,601,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,793be4c90fad_20260202210938,3,100.81859683990479,1307,1407,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,793be4c90fad_20260202210938,4,67.18824315071106,1595,1293,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,793be4c90fad_20260202210938,5,194.49862027168274,1289,3043,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,793be4c90fad_20260202210938,6,25.748733282089233,1053,678,0,,,85.71428571428571,0.9523809523809523,0,False
ministral-3:8b-cloud,6890f85c5671_20260202211220,1,319.53435707092285,2083,4391,0,,,80.95238095238095,0.8095238095238095,0,False
ministral-3:8b-cloud,6890f85c5671_20260202211220,2,47.61278581619263,1340,663,0,,,80.95238095238095,0.8095238095238095,0,False
ministral-3:8b-cloud,6890f85c5671_20260202211220,3,27.802907466888428,1307,515,0,,,80.95238095238095,0.8095238095238095,0,False
ministral-3:8b-cloud,6890f85c5671_20260202211220,4,55.370237827301025,1595,1141,0,,,80.95238095238095,0.8095238095238095,0,False
ministral-3:8b-cloud,6890f85c5671_20260202211220,5,55.9511194229126,1289,3285,0,,,80.95238095238095,0.8095238095238095,0,False
ministral-3:8b-cloud,6890f85c5671_20260202211220,6,28.753912687301636,1053,477,0,,,80.95238095238095,0.8095238095238095,0,False
ministral-3:8b-cloud,574dd2e83db1_20260202211520,1,74.96036291122437,2083,3326,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,574dd2e83db1_20260202211520,2,59.661845684051514,1340,583,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,574dd2e83db1_20260202211520,3,63.038973808288574,1307,690,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,574dd2e83db1_20260202211520,4,50.433419704437256,1595,1121,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,574dd2e83db1_20260202211520,5,83.85864734649658,1289,3501,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,574dd2e83db1_20260202211520,6,34.20707368850708,1053,523,0,,,90.47619047619048,0.9523809523809523,0,False
ministral-3:8b-cloud,629e7d3019ea_20260202211534,1,44.84591889381409,1394,1629,0,,,71.42857142857143,0.7619047619047619,0,False
ministral-3:8b-cloud,629e7d3019ea_20260202211534,2,45.38728189468384,1340,613,0,,,71.42857142857143,0.7619047619047619,0,False
ministral-3:8b-cloud,629e7d3019ea_20260202211534,3,44.79618287086487,1307,469,0,,,71.42857142857143,0.7619047619047619,0,False
ministral-3:8b-cloud,629e7d3019ea_20260202211534,4,76.59313488006592,1595,1564,0,,,71.42857142857143,0.7619047619047619,0,False
ministral-3:8b-cloud,629e7d3019ea_20260202211534,5,106.74608135223389,940,527,0,,,71.42857142857143,0.7619047619047619,0,False
ministral-3:8b-cloud,629e7d3019ea_20260202211534,6,42.797340393066406,1053,972,0,,,71.42857142857143,0.7619047619047619,0,False
ministral-3:8b-cloud,982f90d51eec_20260202211215,1,331.4210386276245,2083,6207,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,982f90d51eec_20260202211215,2,49.94613695144653,1340,723,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,982f90d51eec_20260202211215,3,36.51356387138367,1307,759,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,982f90d51eec_20260202211215,4,64.4918532371521,1595,1853,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,982f90d51eec_20260202211215,5,62.021326541900635,1289,3580,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,982f90d51eec_20260202211215,6,32.055227756500244,1053,778,0,,,90.47619047619048,1.0,0,False
ministral-3:8b-cloud,c8ea754e02b3_20260202212007,1,79.65979719161987,2083,3436,0,,,85.71428571428571,0.9047619047619048,0,False
ministral-3:8b-cloud,c8ea754e02b3_20260202212007,2,36.84672403335571,1340,522,0,,,85.71428571428571,0.9047619047619048,0,False
ministral-3:8b-cloud,c8ea754e02b3_20260202212007,3,25.048775672912598,1307,612,0,,,85.71428571428571,0.9047619047619048,0,False
ministral-3:8b-cloud,c8ea754e02b3_20260202212007,4,16.781862258911133,1595,1076,0,,,85.71428571428571,0.9047619047619048,0,False
ministral-3:8b-cloud,c8ea754e02b3_20260202212007,5,60.1759729385376,1289,2892,0,,,85.71428571428571,0.9047619047619048,0,False
ministral-3:8b-cloud,c8ea754e02b3_20260202212007,6,40.96390342712402,1053,850,0,,,85.71428571428571,0.9047619047619048,0,False
ministral-3:8b-cloud,217247f689e7_20260202212117,1,36.749942779541016,1394,1576,0,,,95.23809523809523,0.7619047619047619,0,False
ministral-3:8b-cloud,217247f689e7_20260202212117,2,28.593133211135864,1340,654,0,,,95.23809523809523,0.7619047619047619,0,False
ministral-3:8b-cloud,217247f689e7_20260202212117,3,13.344542026519775,1307,798,0,,,95.23809523809523,0.7619047619047619,0,False
ministral-3:8b-cloud,217247f689e7_20260202212117,4,21.607877731323242,1595,1327,0,,,95.23809523809523,0.7619047619047619,0,False
ministral-3:8b-cloud,217247f689e7_20260202212117,5,156.84260058403015,940,850,0,,,95.23809523809523,0.7619047619047619,0,False
ministral-3:8b-cloud,217247f689e7_20260202212117,6,39.07301878929138,1053,899,0,,,95.23809523809523,0.7619047619047619,0,False
ministral-3:8b-cloud,cf8ac0b0755d_20260202212237,1,29.887701988220215,1394,2117,0,,,80.95238095238095,0.8571428571428571,0,False
ministral-3:8b-cloud,cf8ac0b0755d_20260202212237,2,65.8311378955841,1340,705,0,,,80.95238095238095,0.8571428571428571,0,False
ministral-3:8b-cloud,cf8ac0b0755d_20260202212237,3,25.186291456222534,1307,518,0,,,80.95238095238095,0.8571428571428571,0,False
ministral-3:8b-cloud,cf8ac0b0755d_20260202212237,4,36.51032280921936,1595,1178,0,,,80.95238095238095,0.8571428571428571,0,False
