,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score,accuracy,accuracy,accuracy,accuracy,accuracy
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,180.39,193.66,9.21,875.68,53.07,5304.26,2456.14,1407,9352,6245.0,2027.56,956.48,674,4281,1914.5,0.39,0.69,0,2,39,4.65,0.46,3.33,5.0,4.86,0.89,0.11,0.62,1.0,0.9
2,93.75,96.85,6.94,425.05,50.65,2746.32,1243.25,1349,5182,2272.0,1304.16,308.36,545,2151,1353.0,0.1,0.3,0,1,5,4.79,0.21,4.25,5.0,4.75,0.79,0.08,0.62,0.9,0.81
3,244.3,266.88,7.37,1009.67,88.16,2539.58,1042.34,1662,4775,2217.5,1449.1,591.67,227,3069,1418.5,0.82,0.92,0,2,41,3.95,1.05,1.0,5.0,4.5,0.79,0.08,0.62,0.9,0.81
4,178.3,207.94,14.42,852.89,48.98,3108.66,1102.78,2106,5310,2651.0,1713.58,401.67,960,2387,1720.5,0.38,0.64,0,2,19,4.56,0.33,4.0,5.0,4.75,0.79,0.08,0.62,0.9,0.81
5,187.92,258.28,7.15,1043.0,36.78,2376.78,1004.77,1285,4514,1946.5,1203.4,374.48,483,2206,1191.0,0.38,0.64,0,2,19,4.83,0.26,4.0,5.0,5.0,0.79,0.08,0.62,0.9,0.81
6,106.25,150.03,6.75,792.02,36.95,2024.16,1141.17,1018,4310,1616.0,560.42,304.46,173,1383,517.0,0.16,0.47,0,2,8,4.94,0.17,4.5,5.0,5.0,0.79,0.08,0.62,0.9,0.81
