,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score,accuracy,accuracy,accuracy,accuracy,accuracy
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28.73,37.78,7.12,130.99,12.18,1497.35,154.86,1095,1868,1444.0,1291.61,429.59,473,2011,1229.0,0.29,0.64,0,2,9,4.61,0.33,4.33,5.0,4.5,0.62,0.05,0.52,0.76,0.62
2,21.41,34.05,4.14,124.02,6.18,1543.42,169.48,1133,1914,1482.0,621.48,278.66,52,1271,678.0,0.23,0.5,0,2,7,4.75,0.27,4.25,5.0,4.75,0.62,0.05,0.52,0.76,0.62
3,26.34,46.36,4.03,161.64,4.89,1583.9,184.39,1166,1982,1515.0,620.06,128.04,405,896,573.0,0.32,0.7,0,2,10,3.88,0.44,3.25,4.5,3.75,0.62,0.05,0.52,0.76,0.62
4,22.08,38.21,2.27,124.96,4.88,1569.87,153.96,1170,1917,1519.0,478.84,224.59,61,857,400.0,0.19,0.4,0,1,6,4.75,0.22,4.5,5.0,4.75,0.62,0.05,0.52,0.76,0.62
5,15.28,25.83,2.74,115.55,4.51,1519.39,87.85,1497,1900,1497.0,486.23,179.42,319,1178,384.0,0.06,0.25,0,1,2,4.79,0.29,4.25,5.0,4.88,0.62,0.05,0.52,0.76,0.62
6,10.55,16.72,2.47,64.01,2.95,1486.16,148.43,1402,1812,1402.0,318.32,66.53,38,447,331.0,0.16,0.37,0,1,5,4.92,0.2,4.5,5.0,5.0,0.62,0.05,0.52,0.76,0.62
