,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score,accuracy,accuracy,accuracy,accuracy,accuracy
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20.94,28.82,6.26,136.76,11.16,1430.0,149.89,1095,1790,1444.0,1700.52,457.13,800,2444,1660.0,0.11,0.42,0,2,3,4.67,0.47,4.33,5.0,4.67,0.8,0.08,0.52,0.9,0.81
2,12.28,20.32,3.63,84.63,6.42,1506.59,88.68,1482,1827,1482.0,941.78,272.75,178,1356,997.0,0.07,0.27,0,1,2,4.88,0.18,4.75,5.0,4.88,0.8,0.08,0.52,0.9,0.81
3,16.36,39.75,2.84,164.99,5.46,1546.59,113.92,1515,1958,1515.0,852.19,184.3,461,1223,880.0,0.15,0.53,0,2,4,4.12,0.88,3.5,4.75,4.12,0.8,0.08,0.52,0.9,0.81
4,20.36,39.39,3.57,174.98,8.52,1545.48,95.67,1519,1902,1519.0,1546.33,789.74,331,3729,1395.0,0.15,0.53,0,2,4,4.5,0.0,4.5,4.5,4.5,0.8,0.08,0.52,0.9,0.81
5,22.12,61.07,3.69,297.43,5.87,1501.78,115.97,1148,1975,1497.0,926.26,198.35,638,1362,935.0,0.15,0.53,0,2,4,3.25,1.41,2.25,4.25,3.25,0.8,0.08,0.52,0.9,0.81
6,12.29,38.73,2.27,199.93,2.91,1416.07,50.78,1402,1602,1402.0,420.0,60.57,289,563,428.0,0.11,0.42,0,2,3,4.5,0.0,4.5,4.5,4.5,0.8,0.08,0.52,0.9,0.81
