,processing_time,processing_time,processing_time,processing_time,processing_time,input_tokens,input_tokens,input_tokens,input_tokens,input_tokens,output_tokens,output_tokens,output_tokens,output_tokens,output_tokens,retries,retries,retries,retries,retries,average_score,average_score,average_score,average_score,average_score,accuracy,accuracy,accuracy,accuracy,accuracy
,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,median,mean,std,min,max,sum,mean,std,min,max,median,mean,std,min,max,median
block_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,635.34,658.91,18.94,2123.39,297.75,5015.32,3633.73,908,10126,4883.0,2717.46,1454.77,602,6376,2460.0,0.89,0.96,0,2,89,4.53,0.33,3.0,5.0,4.6,0.73,0.06,0.57,0.86,0.71
2,319.1,319.04,11.45,906.4,216.0,1501.46,211.98,1295,1817,1458.0,572.34,148.75,290,982,559.5,0.62,0.7,0,2,31,4.68,0.21,4.0,5.0,4.75,0.73,0.05,0.57,0.86,0.71
3,476.68,477.72,15.87,1252.96,62.61,1563.49,316.55,979,2153,1328.0,1032.02,357.68,543,2008,922.0,0.94,0.99,0,2,46,3.98,0.7,2.75,5.0,4.12,0.74,0.05,0.67,0.86,0.71
4,414.34,393.32,29.14,1128.85,252.62,1521.12,308.8,983,1995,1332.0,1699.8,1121.46,475,3906,1012.0,0.9,0.95,0,2,45,4.15,0.77,1.0,5.0,4.25,0.73,0.05,0.57,0.86,0.71
5,280.13,300.4,15.7,1128.97,145.93,1325.63,355.15,0,1891,1310.0,1091.8,454.37,0,2815,1021.0,0.39,0.64,0,2,19,4.58,0.24,4.25,5.0,4.5,0.73,0.05,0.57,0.86,0.71
6,242.69,244.8,13.19,741.99,38.63,1288.33,108.15,1185,1439,1185.0,273.71,50.95,201,515,274.0,0.53,0.58,0,2,26,4.88,0.22,4.5,5.0,5.0,0.73,0.05,0.57,0.86,0.71
