experiment_id,timestamp,input_path,model_name,embedding_model,judge_model_name,chunk_size,chunk_overlap,temperature,extraction_rate,extracted_count,total_characteristics,average_description_length,processing_time_seconds,total_input_tokens,total_output_tokens,error_count,warning_count
46dba86fce0c_20251203155519,2025-12-03T11:04:13.753875,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,100.0,21,21,1643.0,534.3936548233032,29560,7168,0,0
ab8843383878_20251203160515,2025-12-03T11:11:51.498445,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,95.23809523809523,20,21,1521.8,396.02562522888184,29767,6484,0,0
46dba86fce0c_20251203160627,2025-12-03T11:14:42.546870,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,76.19047619047619,16,21,1589.875,494.5913963317871,24564,5102,0,0
c89933de2c91_20251203161254,2025-12-03T11:19:27.570784,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,90.47619047619048,19,21,1633.8947368421052,393.23539113998413,29345,7066,0,0
ab8843383878_20251203161552,2025-12-03T11:21:43.379812,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,95.23809523809523,20,21,1726.4,351.3288507461548,28973,7807,0,0
b0b638a12968_20251203162034,2025-12-03T11:26:45.123533,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,90.47619047619048,19,21,1557.1052631578948,370.8674829006195,29326,6320,0,0
c89933de2c91_20251203162251,2025-12-03T11:30:03.860442,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,95.23809523809523,20,21,1429.55,432.20254611968994,29205,6578,0,0
7e2f42de6ae5_20251203162741,2025-12-03T11:33:59.885014,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,90.47619047619048,19,21,1579.0,378.10122990608215,29596,6457,0,0
b0b638a12968_20251203163103,2025-12-03T11:40:13.810910,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,85.71428571428571,18,21,1635.9444444444443,550.3840456008911,24408,5315,0,0
a327b396fcf6_20251203163456,2025-12-03T11:41:53.556202,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,100.0,21,21,1620.1904761904761,416.89277482032776,29671,7187,0,0
7e2f42de6ae5_20251203164114,2025-12-03T11:49:16.496889,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,80.95238095238095,17,21,1581.5294117647059,481.6053354740143,24454,5362,0,0
d2652f3d8cb7_20251203164255,2025-12-03T11:49:57.630197,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,100.0,21,21,1511.0,422.3674702644348,29609,6725,0,0
fd647d0c4c24_20251203165101,2025-12-03T11:58:07.895331,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,95.23809523809523,20,21,1553.65,426.2639899253845,29894,6584,0,0
a327b396fcf6_20251203165033,2025-12-03T11:58:33.482944,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,95.23809523809523,20,21,1537.5,480.4100651741028,29794,6535,0,0
3e01f0edf124_20251203165925,2025-12-03T12:05:03.989541,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,80.95238095238095,17,21,1269.6470588235295,338.92411756515503,18975,3562,1,0
d2652f3d8cb7_20251203165950,2025-12-03T12:07:03.428631,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,100.0,21,21,1572.952380952381,433.1026096343994,29391,7218,0,0
99bbc7035a9c_20251203170605,2025-12-03T12:14:15.774083,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,90.47619047619048,19,21,1344.4736842105262,489.82288908958435,24732,4688,0,0
fd647d0c4c24_20251203170755,2025-12-03T12:16:12.192244,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,80.95238095238095,17,21,1427.5294117647059,496.3027856349945,24539,5616,0,0
3e01f0edf124_20251203171715,2025-12-03T12:25:02.785021,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,80.95238095238095,17,21,1370.4117647058824,467.50640845298767,24581,5052,0,0
99bbc7035a9c_20251203172610,2025-12-03T12:33:56.709759,data/papers/The Incubator Case Study for Digital Twin Engineering.pdf,ministral-3:3b-cloud,embeddinggemma,deepseek-v3.1:671b-cloud,3000,500,1.0,85.71428571428571,18,21,1580.1666666666667,466.23304533958435,29555,7066,0,0
